status	gender	major	dorm	year
1	2	279	98	2008
1	1	239	0	0
1	1	236	0	2006
1	1	0	145	2008
1	2	246	95	2009
1	1	239	0	2008
1	1	244	0	2009
1	2	235	0	2006
1	2	240	0	2005
1	2	290	0	0
1	1	246	95	2009
1	1	279	92	0
1	1	261	0	2006
1	2	279	0	0
1	2	252	0	2009
1	0	0	0	0
1	0	268	0	0
1	1	262	0	0
1	1	283	132	2006
1	1	248	94	2009
1	2	278	0	2006
1	1	277	0	2007
1	1	260	0	2007
1	2	253	0	2008
1	2	272	0	2006
1	0	0	0	0
1	2	271	140	2008
1	2	279	148	2006
1	1	283	140	0
1	2	259	0	2006
1	2	268	92	2009
2	1	283	0	2005
1	1	0	137	2006
1	2	241	0	0
2	1	248	0	2005
1	1	294	153	2008
1	2	240	0	2007
1	1	294	0	2006
1	1	270	0	2006
2	2	282	0	2005
1	2	269	0	0
1	1	290	138	2007
1	1	246	95	2009
1	1	289	0	0
1	1	283	98	2009
1	1	0	0	2008
2	0	0	0	0
1	2	292	86	2004
2	2	296	0	2005
1	2	279	102	2008
2	2	246	0	2004
2	1	250	0	2005
1	2	275	0	2006
1	1	246	0	2007
1	0	0	0	0
1	1	274	0	2008
1	1	279	0	2007
1	0	0	0	0
1	1	283	138	2007
1	2	241	0	2006
1	1	283	135	2007
2	1	299	0	2005
1	1	254	148	2007
1	1	290	0	2006
1	1	0	0	2005
2	1	246	0	2005
1	2	296	90	2009
1	2	295	89	2009
1	2	246	0	2006
1	2	284	0	2008
1	2	236	0	2006
1	1	268	138	2007
1	1	273	0	2006
1	2	282	102	2008
1	1	268	140	2006
1	1	243	136	2005
1	1	237	140	2007
1	1	283	0	0
1	1	283	0	2005
1	2	258	94	2009
1	2	279	0	2005
1	2	246	120	2007
1	2	259	0	2007
1	1	237	0	2006
1	2	289	0	2006
1	1	278	140	2008
5	2	288	0	2006
1	2	279	120	0
1	2	246	102	2008
1	2	254	0	2006
1	2	290	0	0
1	2	279	0	0
1	2	272	0	0
1	2	246	0	0
2	1	260	0	2005
1	1	295	0	0
1	1	241	140	0
1	1	258	0	0
1	2	246	120	2008
1	2	279	0	2009
1	2	235	0	2006
1	1	239	0	2005
1	2	290	0	2007
1	1	273	0	0
1	2	249	0	0
1	2	246	0	2007
1	2	269	0	2007
1	1	259	0	2006
1	2	279	122	2007
1	1	246	87	2009
1	1	241	138	0
1	1	275	0	2006
1	1	291	96	2008
1	1	272	0	2007
1	2	269	0	2006
3	0	0	0	0
1	2	297	0	2007
1	2	259	140	2008
1	2	259	0	2007
1	1	242	0	2006
1	1	246	0	0
1	2	259	89	2008
1	1	237	89	2008
1	2	253	0	2005
1	1	294	0	2006
1	2	278	92	2004
1	2	246	0	2005
1	2	236	140	2007
1	2	279	91	0
2	2	286	0	2005
1	1	291	0	2006
2	1	289	0	0
1	1	244	0	2006
1	1	269	0	2007
1	2	250	97	2009
1	2	273	129	2006
1	1	283	96	2008
2	2	284	0	1900
1	2	289	0	2007
1	1	244	89	2009
1	1	282	96	2009
1	1	291	133	0
1	1	244	0	2006
1	1	258	135	2008
1	1	297	94	2009
1	1	242	96	2008
1	1	299	0	2007
1	1	242	0	2006
1	1	273	0	0
1	1	240	148	2009
2	1	289	145	2005
1	2	243	0	2006
1	1	236	0	2005
1	2	241	0	2006
1	2	246	98	2009
2	2	235	0	2005
1	1	246	95	2009
1	2	250	0	2008
1	2	240	0	2007
2	1	239	0	2005
1	1	262	86	0
1	0	0	0	0
1	2	260	91	2008
2	2	0	0	0
1	1	283	98	2009
1	2	236	116	2007
1	1	248	96	2009
1	0	244	0	0
1	2	270	100	2005
2	1	250	0	2005
1	2	235	0	0
1	0	0	0	0
1	1	297	98	2009
2	1	294	138	2005
1	2	251	0	2005
1	1	241	142	0
1	1	280	0	2006
1	1	250	91	2008
1	1	297	94	2009
1	1	252	0	0
1	1	275	142	0
1	2	246	98	2008
1	1	283	91	2008
1	2	235	140	2007
1	1	268	140	2007
1	2	236	121	2007
1	2	236	123	2005
1	2	276	0	2005
1	2	279	140	0
1	2	252	125	2006
2	1	278	0	2005
1	2	236	121	2007
1	2	235	94	2008
1	1	248	0	2008
1	1	236	0	0
1	2	258	0	0
1	2	246	94	2005
1	2	252	140	2007
1	1	280	142	2007
1	1	244	146	2008
1	1	239	0	2007
1	2	250	98	2008
1	2	250	0	2006
1	2	241	0	2006
1	2	250	0	2008
2	2	246	0	2005
1	2	252	95	2009
1	1	246	0	0
1	1	246	0	0
1	2	259	100	2007
1	1	0	0	0
1	2	246	0	2004
1	2	279	0	2007
1	1	236	146	2008
1	2	264	0	2005
1	1	250	0	2007
1	2	265	0	2007
1	2	246	89	2009
1	1	236	0	2006
1	1	290	0	2006
1	1	294	0	0
1	2	266	0	2007
2	2	236	0	2005
1	2	235	0	0
1	1	251	0	2008
1	2	252	0	2006
2	2	259	153	2005
1	1	283	0	0
1	0	274	0	2006
1	2	259	0	2006
1	2	250	0	2006
1	2	279	0	0
1	2	259	0	0
1	1	250	101	2007
1	1	236	94	2008
1	1	246	98	2009
1	2	297	0	2005
2	1	259	0	2005
1	1	256	0	2005
1	2	246	95	2009
2	0	272	0	0
1	1	246	0	2007
1	2	241	142	2009
2	2	272	0	2005
1	1	240	0	0
1	1	240	146	2008
1	0	297	0	2008
1	1	246	132	2007
1	1	270	0	0
1	2	235	94	2008
1	2	253	0	2007
1	1	291	133	2006
1	1	273	0	0
1	2	240	142	2009
1	1	246	98	2009
2	2	262	0	2004
1	2	271	0	2005
1	2	246	0	2005
1	2	236	0	2007
1	2	259	0	0
2	2	270	122	2005
1	2	250	102	2009
1	1	271	102	2009
1	2	235	0	2006
1	2	252	0	0
1	1	271	0	2006
1	2	275	0	2006
1	1	262	0	0
1	1	241	0	2008
1	2	236	151	2008
1	2	276	0	2008
1	2	270	122	2007
1	2	263	0	2007
1	2	279	98	2008
1	2	276	140	2005
1	2	259	102	2007
1	2	259	93	2009
1	1	264	0	2006
1	1	283	0	2006
1	2	265	0	0
1	2	273	0	0
2	1	290	0	2005
1	1	283	135	2006
1	1	0	0	0
1	2	288	0	2006
1	2	265	0	2005
1	2	246	95	2009
1	2	265	0	2006
1	2	246	0	0
1	1	283	94	2009
1	1	270	0	2006
1	2	252	0	2006
1	2	235	0	2008
1	2	236	121	2008
1	0	235	0	0
1	2	238	0	0
1	1	262	0	2008
1	1	246	0	2008
1	1	246	0	2007
1	1	241	92	0
1	2	246	0	2006
1	2	259	130	2007
1	2	235	98	2008
1	2	253	95	2009
1	1	283	0	2005
1	2	236	0	2005
1	0	0	0	0
1	0	0	0	0
1	2	259	120	0
1	2	246	124	2007
1	1	246	102	2009
1	0	248	0	0
1	1	248	96	2009
1	2	0	0	0
1	2	251	0	0
1	2	279	0	0
1	2	241	140	2009
1	2	267	0	2006
1	1	239	0	0
1	1	272	0	0
1	1	0	102	2008
1	1	290	0	0
1	2	279	0	2006
1	1	291	132	2007
1	1	272	0	0
1	2	236	123	2010
1	2	269	128	2008
1	1	246	102	2009
1	1	246	137	0
1	2	270	0	2009
1	2	253	95	2009
1	2	259	0	2005
2	2	279	0	2005
1	1	293	0	2007
1	1	290	94	2008
1	2	280	146	0
2	1	249	0	2005
1	1	237	87	2009
1	1	238	135	0
2	1	290	0	0
1	2	259	94	2008
1	1	235	0	2006
1	2	241	0	2006
1	1	281	0	0
1	2	249	0	2006
1	1	290	143	2008
1	1	272	0	0
1	2	252	0	2008
1	1	286	133	2007
1	2	271	0	2006
1	2	278	0	2005
1	2	0	0	0
1	1	264	0	2008
2	1	278	0	2004
1	2	268	94	2009
1	1	246	95	2009
1	2	250	0	2008
1	1	236	87	0
1	1	275	0	2009
1	2	252	140	2007
1	2	235	0	0
1	2	279	89	2009
1	1	290	146	2008
1	1	244	100	2009
2	2	279	0	2005
1	0	241	0	2007
1	1	246	89	2009
1	1	264	0	0
1	2	244	89	2009
1	1	244	98	0
1	1	246	140	2008
1	2	270	0	2006
1	1	236	87	0
1	1	252	0	2008
1	2	278	142	2008
1	2	292	0	2007
1	2	294	102	2009
1	1	239	0	2007
1	1	242	0	0
1	0	0	0	0
1	2	279	140	2006
1	2	251	102	2009
1	2	236	96	2009
1	0	250	0	0
1	1	260	0	2007
2	1	0	0	0
1	2	251	0	2005
1	0	235	0	2007
1	2	261	0	2009
1	1	248	140	2008
1	2	246	91	2008
1	2	246	100	2009
1	2	286	0	0
2	1	239	0	2005
1	1	283	98	0
1	2	288	110	2006
1	2	246	0	2007
1	2	246	0	2007
1	2	259	98	0
2	1	268	132	2005
1	2	250	108	0
1	2	255	0	2005
2	1	0	0	2002
2	2	241	0	2005
1	1	275	0	2008
1	2	253	120	2005
1	2	0	98	0
1	2	270	0	2007
1	2	297	142	2007
1	2	0	0	0
2	2	246	0	0
1	2	259	148	0
1	2	277	94	2008
1	2	235	141	2009
1	1	269	90	2008
1	2	250	87	2008
1	1	236	0	2007
1	1	261	98	2008
1	2	246	140	2007
1	1	236	132	2004
1	2	258	0	2006
1	2	250	100	2008
1	2	243	0	2008
1	2	244	0	2009
1	1	246	0	2005
1	2	275	96	2005
1	1	279	140	0
1	2	241	94	2008
1	2	246	0	2004
1	2	0	86	0
2	0	245	0	2005
1	1	236	0	2008
1	1	291	0	2006
1	2	242	0	2007
1	1	273	87	2009
1	2	286	145	0
1	2	236	87	2008
1	2	246	121	2007
1	2	279	0	0
1	1	286	89	2009
1	2	251	0	2006
1	2	252	0	2007
1	1	263	142	2008
1	2	289	96	0
1	1	290	98	2008
1	2	279	0	2006
1	2	246	120	2007
1	2	246	0	2004
1	1	253	0	2005
1	1	260	96	2008
1	1	246	0	2006
1	1	265	0	0
1	2	284	0	2006
2	2	267	128	2005
2	2	0	0	0
1	2	271	121	2007
1	1	260	96	0
1	1	239	142	0
1	2	249	124	2007
1	2	289	140	2007
1	1	246	95	2009
1	2	273	90	2008
1	2	235	0	2006
1	1	248	89	2009
1	1	283	0	2006
1	1	246	94	2009
1	2	257	0	2007
1	2	259	0	2010
1	2	236	0	2005
1	2	279	0	0
1	2	292	93	2008
1	2	299	140	2008
1	1	239	0	2007
1	1	279	0	2007
2	2	279	0	2005
1	2	246	89	2009
1	2	270	0	2006
1	1	236	94	2009
1	2	251	140	2008
1	2	0	0	2009
1	1	289	0	2008
1	1	275	0	2007
2	2	246	120	2005
1	1	258	140	2008
2	1	272	98	2004
1	2	244	86	2008
1	1	246	142	2007
1	1	299	0	2006
1	1	236	136	2008
1	1	236	0	2005
2	2	249	0	2005
1	2	277	0	2008
1	2	240	140	2009
3	1	255	0	0
1	2	271	0	2006
1	1	291	0	0
1	2	250	98	2008
1	0	239	0	2005
1	1	297	94	2009
2	1	299	0	2005
1	2	271	95	2009
1	2	294	0	2007
1	2	280	94	2009
1	2	251	91	2009
1	2	246	0	0
1	2	270	98	2009
1	1	236	87	0
1	1	279	94	2009
1	2	278	0	2007
1	2	267	0	2006
1	0	0	0	0
1	2	279	140	2008
2	2	259	0	2005
1	2	246	0	2006
1	2	246	91	2008
1	2	279	0	2007
1	1	290	136	0
1	1	275	96	2009
1	2	244	100	2009
1	2	271	0	2005
2	2	256	0	2004
1	1	246	0	2008
1	1	246	0	2006
1	1	299	0	2006
1	1	246	0	2006
1	1	297	92	2009
1	1	248	96	2009
1	1	272	92	2009
1	2	236	0	2006
1	2	253	0	2006
1	2	250	0	2008
2	1	248	0	2005
1	1	291	0	0
1	1	272	132	2005
1	2	259	0	2007
2	1	269	0	2005
1	1	243	0	2007
1	2	299	0	2007
1	2	259	95	2009
1	2	251	94	2008
1	1	242	102	2007
1	1	250	102	2007
1	2	279	102	2009
1	2	252	100	2006
1	2	288	96	2009
2	2	235	0	2005
1	2	252	0	2009
1	2	236	0	2006
1	1	283	134	2006
1	1	258	138	2005
1	1	272	92	0
1	0	273	0	2005
1	1	240	0	0
1	1	272	0	2005
1	2	246	109	2006
1	2	259	0	2007
1	1	236	0	0
1	1	275	0	2008
1	0	259	0	2008
1	1	268	94	2009
1	1	240	142	0
1	0	0	0	0
1	1	264	92	2009
1	2	235	140	2008
1	1	288	0	2007
1	2	267	0	2007
1	1	246	0	2007
2	2	246	147	2004
1	2	268	0	2005
1	2	246	140	2008
1	2	235	0	2008
1	1	283	0	2008
1	2	289	140	2006
1	2	246	0	0
1	2	0	0	2007
1	1	261	140	0
1	2	246	142	0
1	1	283	0	0
1	1	291	95	2008
1	2	246	140	2007
5	1	273	0	0
1	2	252	0	2006
1	2	276	94	2009
1	1	278	0	2007
1	1	270	0	2008
1	1	239	94	2009
1	2	268	140	2008
1	1	259	100	2007
1	1	236	0	2007
1	1	279	140	2008
1	2	271	0	2006
1	1	241	0	2008
1	2	250	0	2006
1	2	246	98	2009
1	2	279	104	2008
1	2	0	0	0
1	2	246	95	2009
1	2	252	86	2007
1	1	290	0	0
1	1	260	98	2009
1	2	259	95	0
1	2	244	98	2008
2	1	278	0	2005
1	2	271	0	2006
1	2	249	140	2008
1	1	236	94	2008
1	2	250	140	2009
1	1	239	0	2008
2	1	0	0	0
1	2	241	0	2006
1	1	262	0	0
1	2	235	0	0
1	2	250	98	2008
1	2	241	92	2010
1	2	240	0	2007
1	2	252	98	2008
1	1	244	0	2007
1	2	240	124	0
1	2	267	146	2008
1	1	250	0	2007
1	2	259	0	0
1	2	236	94	2009
1	2	299	94	2009
1	2	252	0	2009
1	0	0	0	0
1	1	0	102	2009
1	2	277	98	2009
1	1	241	0	2009
1	1	246	138	2007
2	2	264	98	2004
1	2	251	98	2008
1	1	248	96	2009
1	1	246	102	0
1	2	250	140	2007
1	2	252	95	2009
2	1	275	0	2004
1	1	252	0	2006
1	2	278	140	2004
1	1	275	0	2007
1	2	251	0	0
2	1	291	0	0
1	1	244	142	2008
1	2	251	0	2006
1	1	262	0	0
1	1	265	87	2008
1	1	246	98	2009
1	2	253	0	2007
1	1	269	0	2006
1	1	239	87	0
1	1	0	102	2009
1	2	259	0	2006
1	1	239	0	2007
1	1	273	138	2006
1	1	239	135	2008
1	1	246	0	2005
1	1	279	0	0
1	2	236	0	2005
1	2	258	0	2007
1	2	299	97	2009
1	2	253	92	0
1	1	274	0	2008
1	1	244	140	2008
1	1	291	0	0
1	2	259	0	2005
1	2	296	96	2009
2	2	288	0	2005
1	1	279	0	0
1	2	0	0	2005
2	2	290	0	1956
1	1	265	102	2009
1	1	243	91	2009
1	1	242	88	2008
1	0	0	0	2007
2	1	244	0	2005
1	2	235	0	2006
1	1	283	134	2008
1	1	241	149	2006
1	2	246	91	2008
1	1	276	0	0
2	1	237	0	2005
1	1	260	102	2009
1	2	253	94	2009
1	0	251	129	0
1	2	261	98	2009
1	2	291	0	2006
1	1	246	91	2009
1	1	244	140	2008
1	2	259	0	2007
1	2	279	142	0
1	2	246	0	2006
1	1	248	0	2009
1	1	264	142	0
1	2	259	100	2008
1	1	273	0	0
1	2	264	0	0
1	2	241	0	2006
1	2	236	0	2006
1	2	246	98	2009
1	2	246	94	2009
1	2	246	0	2007
1	1	289	145	2006
1	1	246	136	0
1	2	246	0	0
1	2	279	0	2008
1	1	241	92	0
1	1	283	0	2007
1	1	273	0	2007
1	1	0	140	2007
1	0	0	0	0
1	1	273	98	0
1	1	289	132	2006
1	1	273	0	2007
1	1	268	0	0
1	1	235	0	2008
1	1	239	101	2007
1	2	241	140	2009
2	1	246	0	2005
1	2	279	91	2009
1	1	277	0	0
1	2	258	0	2005
1	1	242	137	0
1	1	0	0	2008
1	1	241	0	0
2	1	239	0	0
1	1	239	142	2007
1	2	236	0	2009
1	2	250	96	2008
1	1	239	140	2007
1	1	246	111	2007
1	2	246	0	0
1	1	246	0	2007
1	2	274	92	2010
1	2	279	121	2004
1	2	235	0	0
1	2	281	0	2010
2	2	237	0	0
2	2	298	0	2005
1	2	261	89	2008
1	2	246	0	2006
1	2	271	0	0
1	2	240	122	2006
1	2	241	140	0
1	0	279	0	2005
1	1	246	102	2009
1	1	246	138	0
1	1	273	153	2008
2	2	268	0	2005
1	2	278	98	0
1	2	0	0	2010
1	1	268	96	2009
1	2	290	0	2005
1	0	0	0	0
1	2	242	94	2008
1	1	250	0	0
1	2	0	0	0
1	1	279	94	2009
1	1	279	95	2008
1	1	290	133	2005
1	1	291	0	2006
1	2	279	102	2009
1	1	261	92	2009
1	1	288	94	0
1	1	272	0	2007
2	2	264	0	2005
1	2	266	0	0
1	2	279	0	2008
1	1	272	0	2006
1	1	239	134	2006
1	2	239	94	2009
1	2	241	0	2008
1	0	0	0	0
1	1	283	0	2007
2	2	251	0	2005
1	1	259	0	0
1	2	246	94	2009
1	1	246	0	0
1	2	288	0	0
1	1	246	107	2007
1	2	253	0	2006
1	2	243	0	2005
1	1	261	95	2008
1	2	250	0	0
1	2	252	0	2005
1	1	239	0	2008
2	1	260	0	2005
1	1	249	92	2009
1	0	290	0	2006
5	1	237	0	2005
1	2	246	0	2007
1	2	259	91	2008
1	2	246	141	2007
1	1	246	0	2006
1	1	283	132	2006
1	1	248	102	2009
1	1	270	98	2009
1	2	252	0	2007
1	1	299	0	2007
1	1	247	0	2008
1	1	244	0	2006
1	2	252	142	2008
1	0	0	0	0
1	0	268	96	0
1	2	279	0	0
1	2	268	140	2007
1	2	250	0	2006
2	2	289	0	2005
1	2	244	90	2010
1	1	268	94	2009
1	2	246	96	2009
1	2	290	0	2006
1	1	291	98	2008
1	2	246	100	2007
1	1	288	0	0
1	2	252	142	0
1	2	259	0	2007
1	2	250	0	2007
1	2	258	98	2009
1	2	0	0	0
1	1	275	0	2007
1	1	239	86	2004
1	2	270	94	2004
1	2	253	0	2007
1	2	253	0	2007
1	2	246	98	2009
1	1	236	0	0
1	1	246	94	0
1	1	246	87	2009
1	2	250	0	2006
1	2	278	98	0
1	1	260	92	2009
1	1	289	88	2008
1	2	259	0	2006
1	1	240	142	0
1	2	259	140	0
1	2	252	89	2009
2	1	246	0	2004
2	1	0	0	2005
1	2	282	96	0
1	2	235	0	2005
1	2	259	94	2008
1	1	249	0	2006
1	2	246	121	2005
1	2	270	100	0
1	2	279	0	0
2	2	279	0	2005
1	2	267	102	2009
1	1	240	0	2006
1	2	235	98	2008
1	1	244	0	0
1	1	246	0	2006
2	1	272	0	2005
1	2	246	0	0
1	2	240	95	2008
1	2	275	115	2005
1	1	241	142	2008
1	2	246	102	0
1	2	279	120	2006
1	2	246	140	2007
2	0	289	132	2005
1	1	239	140	2007
2	1	246	0	2005
2	1	246	0	2005
1	2	246	0	2007
1	2	277	98	2008
1	2	235	0	0
1	2	255	0	2006
1	0	246	0	2008
1	1	239	133	0
1	1	283	0	2006
1	2	288	0	2006
1	1	244	140	2008
1	1	244	0	0
1	2	246	92	0
1	2	251	0	2006
1	2	297	145	2010
1	1	272	134	2007
1	1	270	91	2010
1	2	270	153	2008
1	2	279	96	2009
1	2	279	0	0
1	1	239	140	2006
1	0	0	0	0
1	1	294	98	2009
1	2	246	94	2009
1	2	241	98	2009
2	1	289	0	2005
1	2	253	0	0
1	2	253	0	2008
1	1	244	0	2006
1	2	253	0	0
1	2	255	87	2005
1	1	239	90	2009
1	1	290	0	0
2	2	259	0	2005
1	2	259	0	0
1	2	251	0	2007
1	2	246	95	2008
2	2	235	0	2005
1	1	262	0	2006
1	2	259	140	0
1	2	0	0	0
1	2	253	119	2007
1	0	0	0	0
1	2	297	102	0
1	2	267	89	2008
1	2	252	94	2008
1	2	244	140	2007
1	1	242	0	2007
1	2	270	0	0
1	2	262	97	2008
1	1	275	94	2005
1	1	269	0	2006
1	2	0	96	2008
1	2	251	0	2008
1	1	250	102	2009
2	2	288	0	1998
1	1	249	0	2008
2	1	236	0	2005
1	1	283	133	2006
1	2	246	94	2009
1	1	273	0	2005
1	2	235	141	2008
1	1	273	89	0
1	1	270	91	2009
1	1	240	98	2008
1	2	253	0	0
1	1	299	0	2006
1	1	0	94	2008
5	2	235	0	0
1	2	279	0	2007
1	1	272	140	2008
1	0	279	140	0
1	1	275	0	2009
1	1	283	0	2006
1	2	241	142	2008
1	1	258	132	2006
1	2	264	98	2004
1	2	0	91	2008
1	2	290	0	0
1	1	241	146	2004
1	1	283	0	2008
1	1	283	95	2009
2	2	288	0	2005
1	2	269	0	0
1	1	250	140	2008
1	0	242	0	2007
1	2	279	151	2005
1	2	251	0	2007
1	0	0	0	0
1	2	250	0	2006
1	2	244	142	2008
1	2	236	0	2006
2	1	246	0	2005
2	1	246	105	2005
1	1	246	134	2008
1	1	246	0	0
1	1	236	134	2007
1	1	249	0	2006
1	1	236	0	2006
1	1	246	0	2005
1	2	246	0	2007
1	2	246	0	2005
2	2	296	0	2004
1	2	259	0	2009
1	2	286	0	0
2	2	291	0	2005
1	1	252	0	2007
1	1	248	133	2006
1	1	290	0	2006
1	2	249	0	2006
1	1	238	135	2008
1	2	259	0	2007
1	1	246	98	0
1	1	274	0	0
2	2	290	0	2005
1	2	250	0	2007
1	2	279	89	2008
1	1	278	94	0
1	1	270	140	2008
1	2	253	92	2009
1	1	275	107	2007
1	2	265	0	0
1	2	0	0	2008
1	1	246	102	2009
2	2	246	0	2004
1	2	246	98	2009
1	2	247	141	2006
1	1	235	94	0
1	1	273	0	0
1	1	248	96	2008
1	2	252	0	0
1	2	273	96	2009
1	1	255	0	0
1	2	246	0	2006
1	2	268	0	2006
1	1	257	0	0
1	2	273	0	2007
1	2	271	142	0
1	1	239	140	2008
1	2	267	92	2008
1	2	259	109	0
1	2	286	98	2008
1	1	269	0	2008
2	1	260	0	2005
1	1	288	102	2009
1	1	260	132	2008
1	2	259	140	2008
1	0	251	0	2006
1	2	240	115	2007
1	1	241	0	0
1	1	248	94	0
1	1	235	0	2008
1	2	279	0	2007
1	1	241	0	2007
2	1	268	0	2005
1	1	246	95	0
1	1	249	0	0
1	2	241	0	2008
1	2	236	142	2009
1	2	290	120	2006
1	1	239	98	2005
1	1	239	0	0
1	1	268	0	2007
1	1	274	102	0
1	2	250	92	0
2	1	246	0	0
1	1	239	89	0
1	1	290	0	2007
1	1	297	0	2005
1	2	259	0	2007
1	1	244	94	2008
1	1	246	137	2006
2	2	240	0	2005
1	2	289	0	2008
1	2	253	0	2006
1	1	0	111	2005
1	1	299	0	2006
1	1	255	0	2008
1	1	290	135	2006
1	2	246	0	0
1	1	239	0	0
1	2	259	0	0
1	1	269	132	2007
1	1	264	0	2006
1	2	259	0	2005
1	1	239	0	2007
1	1	289	0	2006
1	2	236	94	2009
2	1	246	152	2005
1	1	270	91	0
1	2	236	142	2005
1	2	279	0	2006
1	1	248	0	2007
2	1	246	138	2004
1	2	235	0	2006
1	2	246	0	0
1	1	273	0	2005
1	2	259	128	2008
1	2	240	0	2008
1	1	272	0	2005
1	2	246	0	2005
1	2	241	140	0
1	2	246	0	2008
1	2	0	92	0
1	1	246	0	0
1	2	288	0	2006
1	1	260	96	2009
1	2	246	0	2006
2	2	251	142	2005
1	1	297	0	2006
1	2	240	0	2006
1	2	243	0	2006
1	2	246	142	2008
1	1	268	0	2005
1	2	235	0	2007
1	2	251	100	0
1	1	0	0	2006
1	1	294	0	2005
1	2	241	0	2010
1	1	295	0	2006
1	2	279	92	2009
1	1	239	135	2006
1	2	270	100	2007
1	1	244	0	2008
1	0	0	0	0
1	1	284	0	2005
1	2	246	0	2006
2	2	271	0	2005
1	0	0	0	0
1	1	246	94	2009
1	1	289	0	0
1	2	251	0	2006
1	1	0	100	0
1	2	277	0	2007
2	1	270	0	2005
1	1	246	146	2008
1	1	244	89	0
1	2	238	146	2006
2	1	243	0	2005
1	2	284	140	2007
1	1	0	91	2009
1	1	274	0	2008
1	1	258	0	0
1	1	283	96	2008
1	1	280	0	0
1	1	283	0	2005
1	2	246	96	2006
1	2	244	0	0
1	1	275	0	2005
2	1	272	133	0
1	2	276	140	0
1	1	275	0	2006
1	2	237	140	2007
1	0	0	0	0
1	1	242	0	2006
1	2	259	102	0
1	1	283	138	2006
1	1	262	0	2006
1	2	239	0	0
1	1	243	0	0
2	1	246	0	2005
1	2	236	0	2008
1	2	235	0	2008
1	2	259	90	2008
1	1	246	101	2008
1	2	259	0	2006
1	2	246	145	2008
1	0	0	0	0
1	1	236	132	2005
1	1	246	0	2007
1	1	279	140	0
2	2	0	0	2005
1	2	236	142	0
1	2	259	0	2006
1	1	258	95	2009
2	2	278	0	2004
2	2	273	0	2005
1	1	241	140	2009
1	1	283	98	2009
2	2	0	0	0
1	1	242	136	2006
1	1	239	0	0
1	1	246	137	2006
1	2	241	142	2009
1	0	241	0	2007
1	2	272	142	2008
1	1	246	95	2009
1	1	272	140	2008
1	0	259	0	0
1	2	250	0	2007
1	1	270	0	2007
1	1	236	0	0
1	1	282	92	2008
1	1	269	0	2007
1	1	283	144	2006
1	2	261	0	2005
1	1	244	0	2007
1	0	243	121	2006
1	1	256	0	0
5	0	0	0	0
1	2	270	122	2004
1	2	272	94	2008
1	1	237	136	2007
1	2	246	0	2008
5	1	0	0	0
1	1	248	0	2006
1	2	288	0	2006
1	2	296	123	0
1	2	0	0	2005
1	1	246	142	2006
2	0	260	0	2005
1	2	258	142	2007
1	2	240	0	0
1	1	236	0	0
1	2	274	92	2009
5	1	286	0	2006
1	2	251	98	2010
1	2	279	115	2006
1	2	240	0	0
2	1	260	0	2005
1	1	281	0	0
2	1	260	0	2004
1	1	260	0	2006
1	2	241	89	0
1	2	246	90	2008
1	2	246	95	2009
1	1	236	0	2008
2	1	255	0	2005
2	1	236	0	2005
1	1	298	88	2009
1	1	294	140	2008
1	1	273	102	2009
1	1	259	0	2008
2	2	276	0	2005
1	1	246	0	2005
1	2	246	98	2004
1	2	249	0	2008
1	2	277	91	2009
1	2	265	128	2006
1	1	254	98	2004
1	1	244	0	2007
5	1	277	0	0
1	2	259	0	2005
1	2	251	0	0
1	2	259	98	2005
1	1	240	0	2008
1	1	241	0	2007
1	1	246	0	0
1	1	283	140	2006
1	1	272	0	2006
1	2	236	0	2005
1	1	270	134	2005
1	1	246	95	2009
1	1	237	0	2007
1	2	0	0	2008
1	1	275	96	2009
1	2	246	153	2005
1	1	246	0	2007
1	2	265	125	0
1	2	236	0	2006
1	1	288	0	0
1	1	246	0	2006
1	1	246	134	2006
1	1	278	0	2008
1	1	246	0	2007
1	1	239	0	0
1	1	291	0	0
1	1	244	98	2009
1	1	248	133	2006
2	1	239	93	2005
1	1	246	0	2005
1	2	244	102	2009
1	1	291	0	2005
1	2	279	91	2009
1	1	268	95	2009
1	2	279	0	2006
1	2	297	92	2009
2	1	260	138	2005
2	2	297	0	2005
1	2	235	92	2008
1	2	270	140	2008
1	1	268	98	2009
1	0	0	0	0
1	1	283	0	0
1	2	239	0	0
1	1	289	0	0
1	2	246	89	2009
1	2	0	0	2008
1	2	251	89	2009
1	2	277	0	2006
1	1	246	0	2008
1	2	261	122	2007
1	1	295	0	2005
1	1	278	0	2006
1	2	288	0	2005
1	2	246	0	2006
1	1	242	140	2008
1	1	294	0	0
1	2	250	98	2009
1	1	241	140	0
1	2	0	0	2009
1	1	241	0	2006
1	2	249	86	2006
1	1	236	102	2009
1	2	246	95	2009
1	2	252	140	2008
1	2	250	122	2008
1	1	246	0	2006
1	2	260	141	2006
1	1	244	136	0
2	2	269	0	0
1	2	246	95	2009
2	1	246	0	2005
1	2	289	0	2004
2	2	272	0	2005
1	1	239	98	2009
1	1	264	0	2006
1	2	244	0	2006
1	2	254	0	2006
1	1	241	92	2010
1	2	240	0	2008
1	1	246	144	0
1	2	250	0	2005
1	1	239	138	2007
2	2	295	0	2005
1	2	249	0	2008
1	1	239	0	2007
1	2	246	140	0
1	1	297	0	2006
1	1	236	0	2005
1	1	253	98	0
1	2	0	0	2008
1	2	246	0	2008
1	2	261	101	0
1	1	236	0	2005
1	2	279	89	2009
1	1	246	0	2006
1	1	298	140	2008
